date,ILITOTAL,NUM. OF PROVIDERS,OT
2015-01-26 00:00:00,30621,1955,789407
2015-02-02 00:00:00,28151,1950,814097
2015-02-09 00:00:00,25218,1917,823153
2015-02-16 00:00:00,21109,1907,746836
2015-02-23 00:00:00,19178,1934,812660
2015-03-02 00:00:00,18441,1912,789858
2015-03-09 00:00:00,17833,1907,805881
2015-03-16 00:00:00,16695,1883,804117
2015-03-23 00:00:00,16122,1848,801027
2015-03-30 00:00:00,14975,1819,771143
2015-04-06 00:00:00,13733,1820,785602
2015-04-13 00:00:00,12044,1813,800974
2015-04-20 00:00:00,10860,1768,756827
2015-04-27 00:00:00,11095,1753,761638
2015-05-04 00:00:00,10694,1735,748690
2015-05-11 00:00:00,9671,1688,714799
2015-05-18 00:00:00,9024,1622,678023
2015-05-25 00:00:00,7913,1579,616171
2015-06-01 00:00:00,6946,1505,609891
2015-06-08 00:00:00,6744,1455,611184
2015-06-15 00:00:00,5850,1459,602628
2015-06-22 00:00:00,5913,1445,592081
2015-06-29 00:00:00,5232,1417,534938
2015-07-06 00:00:00,5116,1428,590468
2015-07-13 00:00:00,4870,1411,588337
2015-07-20 00:00:00,4626,1401,580010
2015-07-27 00:00:00,4605,1352,567663
2015-08-03 00:00:00,4753,1364,578812
2015-08-10 00:00:00,4750,1340,579668
2015-08-17 00:00:00,5173,1356,609994
2015-08-24 00:00:00,5648,1362,635661
2015-08-31 00:00:00,5963,1354,619323
2015-09-07 00:00:00,5970,1349,583853
2015-09-14 00:00:00,7062,1369,651524
2015-09-21 00:00:00,7704,1367,654414
2015-09-28 00:00:00,7626,1332,650904
2015-10-05 00:00:00,10049,1963,808287
2015-10-12 00:00:00,10715,1976,809660
2015-10-19 00:00:00,11584,1995,825079
2015-10-26 00:00:00,11164,1999,811165
2015-11-02 00:00:00,12423,2048,845875
2015-11-09 00:00:00,12676,2028,826877
2015-11-16 00:00:00,13484,2023,838344
2015-11-23 00:00:00,12158,2000,639738
2015-11-30 00:00:00,14617,2040,841777
2015-12-07 00:00:00,14986,2020,823657
2015-12-14 00:00:00,15396,2000,783227
2015-12-21 00:00:00,14839,1978,613128
2015-12-28 00:00:00,15679,1949,650356
2016-01-04 00:00:00,15654,2004,787192
2016-01-11 00:00:00,15517,2005,779809
2016-01-18 00:00:00,15661,2008,743249
2016-01-25 00:00:00,18143,2026,827482
2016-02-01 00:00:00,18944,2007,823602
2016-02-08 00:00:00,21774,2000,813755
2016-02-15 00:00:00,24681,1993,816098
2016-02-22 00:00:00,26423,1956,848718
2016-02-29 00:00:00,28468,1952,855439
2016-03-07 00:00:00,30481,1922,848628
2016-03-14 00:00:00,24894,1898,804948
2016-03-21 00:00:00,21940,1900,786936
2016-03-28 00:00:00,19603,1832,776752
2016-04-04 00:00:00,16769,1813,787543
2016-04-11 00:00:00,16261,1805,792672
2016-04-18 00:00:00,15437,1774,775895
2016-04-25 00:00:00,13836,1759,774777
2016-05-02 00:00:00,11870,1742,741210
2016-05-09 00:00:00,10707,1690,726244
2016-05-16 00:00:00,9798,1626,688612
2016-05-23 00:00:00,8787,1439,635835
2016-05-30 00:00:00,7997,1482,598077
2016-06-06 00:00:00,7201,1446,632252
2016-06-13 00:00:00,6768,1440,617287
2016-06-20 00:00:00,6024,1402,602666
2016-06-27 00:00:00,5686,1382,573793
2016-07-04 00:00:00,5118,1379,549582
2016-07-11 00:00:00,5078,1392,602288
2016-07-18 00:00:00,5044,1388,600272
2016-07-25 00:00:00,4925,1393,593327
2016-08-01 00:00:00,4596,1360,581457
2016-08-08 00:00:00,4868,1329,585923
2016-08-15 00:00:00,5265,1345,614499
2016-08-22 00:00:00,6260,1356,621362
2016-08-29 00:00:00,6504,1354,614349
2016-09-05 00:00:00,6623,1347,601938
2016-09-12 00:00:00,7639,1365,666755
2016-09-19 00:00:00,8229,1363,675119
2016-09-26 00:00:00,8505,1389,648678
2016-10-03 00:00:00,10864,1946,852842
2016-10-10 00:00:00,10997,1973,850228
2016-10-17 00:00:00,11926,1983,896035
2016-10-24 00:00:00,12648,2006,886570
2016-10-31 00:00:00,13790,1999,877947
2016-11-07 00:00:00,14258,1990,863356
2016-11-14 00:00:00,15160,2000,874739
2016-11-21 00:00:00,14208,2011,698566
2016-11-28 00:00:00,16605,2001,881694
2016-12-05 00:00:00,16961,2013,846813
2016-12-12 00:00:00,18463,2000,810736
2016-12-19 00:00:00,21565,1977,739882
2016-12-26 00:00:00,24900,1928,701569
2017-01-02 00:00:00,24178,2024,784740
2017-01-09 00:00:00,24897,1997,824746
2017-01-16 00:00:00,28781,2029,845391
2017-01-23 00:00:00,31265,2021,886023
2017-01-30 00:00:00,36517,2024,889216
2017-02-06 00:00:00,42890,2027,901978
2017-02-13 00:00:00,41035,1967,882163
2017-02-20 00:00:00,40124,1987,877892
2017-02-27 00:00:00,30183,1995,873547
2017-03-06 00:00:00,28060,1971,851580
2017-03-13 00:00:00,25484,1958,805370
2017-03-20 00:00:00,27354,1940,869946
2017-03-27 00:00:00,24342,1899,845397
2017-04-03 00:00:00,19677,1906,830332
2017-04-10 00:00:00,15548,1861,802052
2017-04-17 00:00:00,13006,1845,792740
2017-04-24 00:00:00,11924,1846,808298
2017-05-01 00:00:00,10762,1795,781240
2017-05-08 00:00:00,10202,1767,762648
2017-05-15 00:00:00,9809,1746,728288
2017-05-22 00:00:00,8564,1614,676574
2017-05-29 00:00:00,7756,1569,617021
2017-06-05 00:00:00,7510,1493,647145
2017-06-12 00:00:00,6636,1470,633003
2017-06-19 00:00:00,6240,1469,628582
2017-06-26 00:00:00,5596,1422,581945
2017-07-03 00:00:00,5326,1456,557219
2017-07-10 00:00:00,4961,1405,599446
2017-07-17 00:00:00,4747,1384,584688
2017-07-24 00:00:00,4879,1377,596071
2017-07-31 00:00:00,4899,1390,590413
2017-08-07 00:00:00,4915,1386,593239
2017-08-14 00:00:00,5230,1350,590363
2017-08-21 00:00:00,6653,1379,631507
2017-08-28 00:00:00,7133,1370,638196
2017-09-04 00:00:00,7072,1384,620201
2017-09-11 00:00:00,8304,1485,732755
2017-09-18 00:00:00,8563,1484,728214
2017-09-25 00:00:00,9079,1468,733077
2017-10-02 00:00:00,12830,2205,1000168
2017-10-09 00:00:00,13269,2233,994535
2017-10-16 00:00:00,14319,2254,1013427
2017-10-23 00:00:00,15826,2251,1002381
2017-10-30 00:00:00,17068,2213,999750
2017-11-06 00:00:00,18994,2278,1019146
2017-11-13 00:00:00,21615,2281,1030631
2017-11-20 00:00:00,19817,2264,845535
2017-11-27 00:00:00,23755,2274,1056270
2017-12-04 00:00:00,24979,2263,999753
2017-12-11 00:00:00,31533,2255,984043
2017-12-18 00:00:00,42664,2204,962961
2017-12-25 00:00:00,44986,2122,823244
2018-01-01 00:00:00,47282,2235,879802
2018-01-08 00:00:00,56922,2251,1026852
2018-01-15 00:00:00,62937,2277,992379
2018-01-22 00:00:00,77468,2279,1098998
2018-01-29 00:00:00,86095,2265,1104089
2018-02-05 00:00:00,87646,2290,1125265
2018-02-12 00:00:00,75987,2215,1111598
2018-02-19 00:00:00,52961,2259,1023689
2018-02-26 00:00:00,35932,2194,1011645
2018-03-05 00:00:00,29109,2203,965961
2018-03-12 00:00:00,25928,2188,946753
2018-03-19 00:00:00,23785,2168,957380
2018-03-26 00:00:00,20696,2131,874750
2018-04-02 00:00:00,19067,2117,937849
2018-04-09 00:00:00,16672,2076,923041
2018-04-16 00:00:00,14892,2103,936850
2018-04-23 00:00:00,14572,2079,945759
2018-04-30 00:00:00,13273,2005,913326
2018-05-07 00:00:00,11617,1922,905868
2018-05-14 00:00:00,11067,1966,903948
2018-05-21 00:00:00,10646,1883,862825
2018-05-28 00:00:00,9608,1789,785022
2018-06-04 00:00:00,8688,1783,828488
2018-06-11 00:00:00,7570,1738,772937
2018-06-18 00:00:00,7374,1759,777692
2018-06-25 00:00:00,6932,1720,798856
2018-07-02 00:00:00,6249,1764,759335
2018-07-09 00:00:00,6502,1769,841809
2018-07-16 00:00:00,5786,1732,817849
2018-07-23 00:00:00,5496,1728,800573
2018-07-30 00:00:00,5617,1708,815725
2018-08-06 00:00:00,5864,1670,796639
2018-08-13 00:00:00,6542,1705,811337
2018-08-20 00:00:00,7309,1601,765973
2018-08-27 00:00:00,8117,1661,843545
2018-09-03 00:00:00,9536,1693,835370
2018-09-10 00:00:00,10063,1689,877135
2018-09-17 00:00:00,11190,1666,852916
2018-09-24 00:00:00,11714,1694,850685
2018-10-01 00:00:00,17839,2565,1252483
2018-10-08 00:00:00,18561,2609,1252846
2018-10-15 00:00:00,19930,2586,1249933
2018-10-22 00:00:00,21616,2646,1251776
2018-10-29 00:00:00,23154,2633,1254812
2018-11-05 00:00:00,24073,2645,1246860
2018-11-12 00:00:00,24347,2631,1164292
2018-11-19 00:00:00,24612,2586,1020898
2018-11-26 00:00:00,29080,2640,1292335
2018-12-03 00:00:00,28356,2633,1230419
2018-12-10 00:00:00,33098,2622,1209022
2018-12-17 00:00:00,38236,2571,1177786
2018-12-24 00:00:00,43904,2545,1047161
2018-12-31 00:00:00,42094,2609,1158023
2019-01-07 00:00:00,38752,2629,1233836
2019-01-14 00:00:00,41109,2633,1221478
2019-01-21 00:00:00,46113,2614,1184495
2019-01-28 00:00:00,55187,2639,1219521
2019-02-04 00:00:00,69442,2644,1331519
2019-02-11 00:00:00,69978,2628,1288318
2019-02-18 00:00:00,66345,2623,1257106
2019-02-25 00:00:00,58735,2634,1278001
2019-03-04 00:00:00,55348,2614,1256934
2019-03-11 00:00:00,53133,2622,1285646
2019-03-18 00:00:00,44786,2596,1257449
2019-03-25 00:00:00,37844,2587,1238213
2019-04-01 00:00:00,32905,2597,1226648
2019-04-08 00:00:00,27803,2542,1226170
2019-04-15 00:00:00,23122,2517,1174114
2019-04-22 00:00:00,20583,2490,1194101
2019-04-29 00:00:00,18848,2459,1195232
2019-05-06 00:00:00,17096,2415,1170273
2019-05-13 00:00:00,16349,2302,1084443
2019-05-20 00:00:00,15747,2205,1121166
2019-05-27 00:00:00,14770,2179,1050372
2019-06-03 00:00:00,13433,2235,1083994
2019-06-10 00:00:00,11618,2139,1050239
2019-06-17 00:00:00,10678,2141,1053569
2019-06-24 00:00:00,9986,2063,1040288
2019-07-01 00:00:00,8549,2111,978443
2019-07-08 00:00:00,8422,2090,1058265
2019-07-15 00:00:00,8111,2132,1054954
2019-07-22 00:00:00,7755,2117,1036508
2019-07-29 00:00:00,7874,2128,1038168
2019-08-05 00:00:00,8038,2146,1043747
2019-08-12 00:00:00,8987,2178,1076513
2019-08-19 00:00:00,10096,2147,1071703
2019-08-26 00:00:00,11817,2169,1095230
2019-09-02 00:00:00,13158,2189,1090741
2019-09-09 00:00:00,14831,2221,1162580
2019-09-16 00:00:00,15977,2198,1148137
2019-09-23 00:00:00,17414,2180,1163278
2019-09-30 00:00:00,21915,2896,1456967
2019-10-07 00:00:00,22953,2924,1436150
2019-10-14 00:00:00,24857,2950,1429897
2019-10-21 00:00:00,27419,2980,1473740
2019-10-28 00:00:00,28910,2989,1435277
2019-11-04 00:00:00,34586,3007,1463253
2019-11-11 00:00:00,37728,2976,1426760
2019-11-18 00:00:00,44148,2971,1483729
2019-11-25 00:00:00,43817,2971,1270842
2019-12-02 00:00:00,48877,2977,1474075
2019-12-09 00:00:00,56444,2947,1458774
2019-12-16 00:00:00,71584,2913,1423829
2019-12-23 00:00:00,95757,2905,1338669
2019-12-30 00:00:00,88681,2957,1423620
2020-01-06 00:00:00,75585,2987,1490905
2020-01-13 00:00:00,79746,2983,1488404
2020-01-20 00:00:00,90072,2984,1494697
2020-01-27 00:00:00,108307,2984,1575900
2020-02-03 00:00:00,111289,2994,1571300
2020-02-10 00:00:00,95418,2958,1533883
2020-02-17 00:00:00,79832,2909,1420123
2020-02-24 00:00:00,74809,2934,1466192
2020-03-02 00:00:00,78779,2901,1489410
2020-03-09 00:00:00,89571,2836,1423503
2020-03-16 00:00:00,78584,2798,1068755
2020-03-23 00:00:00,53142,2727,853431
2020-03-30 00:00:00,36251,2684,750546
2020-04-06 00:00:00,24974,2686,718953
2020-04-13 00:00:00,18265,2666,709645
2020-04-20 00:00:00,15164,2652,750576
2020-04-27 00:00:00,12817,2624,790715
2020-05-04 00:00:00,11066,2611,818113
2020-05-11 00:00:00,10480,2601,846400
2020-05-18 00:00:00,11735,2971,1090638
2020-05-25 00:00:00,9614,2950,1085294
2020-06-01 00:00:00,9325,2931,1137295
2020-06-08 00:00:00,9580,2902,1176074
2020-06-15 00:00:00,11866,2935,1247767
2020-06-22 00:00:00,15499,2896,1288294
2020-06-29 00:00:00,17843,2897,1289006
2020-07-06 00:00:00,20046,2918,1360798
2020-07-13 00:00:00,19260,2894,1339726
2020-07-20 00:00:00,16533,2953,1356301
2020-07-27 00:00:00,15524,2992,1349125
2020-08-03 00:00:00,14117,2956,1336052
2020-08-10 00:00:00,13193,2978,1343895
2020-08-17 00:00:00,12952,2930,1346595
2020-08-24 00:00:00,13159,2967,1355839
2020-08-31 00:00:00,12316,2921,1340149
2020-09-07 00:00:00,13035,2915,1332779
2020-09-14 00:00:00,13049,2943,1365420
2020-09-21 00:00:00,14586,2941,1404590
2020-09-28 00:00:00,16466,3246,1524289
2020-10-05 00:00:00,19144,3318,1602667
2020-10-12 00:00:00,17235,3301,1569727
2020-10-19 00:00:00,18133,3330,1571417
2020-10-26 00:00:00,18554,3421,1560158
2020-11-02 00:00:00,21370,3425,1597645
2020-11-09 00:00:00,22598,3391,1639379
2020-11-16 00:00:00,22709,3334,1585429
2020-11-23 00:00:00,21313,3333,1421255
2020-11-30 00:00:00,22251,3339,1534905
2020-12-07 00:00:00,22103,3358,1549810
2020-12-14 00:00:00,20874,3299,1493163
2020-12-21 00:00:00,19836,3301,1361197
2020-12-28 00:00:00,22423,3280,1458113
2021-01-04 00:00:00,22711,3316,1582870
2021-01-11 00:00:00,19018,3278,1508647
2021-01-18 00:00:00,18350,3315,1515305
2021-01-25 00:00:00,16896,3324,1504764
2021-02-01 00:00:00,16098,3295,1487296
2021-02-08 00:00:00,14079,3246,1443873
2021-02-15 00:00:00,12591,3256,1387354
2021-02-22 00:00:00,13344,3276,1550083
2021-03-01 00:00:00,13000,3278,1543291
2021-03-08 00:00:00,14077,3284,1559093
2021-03-15 00:00:00,14574,3227,1551445
2021-03-22 00:00:00,15354,3201,1599192
2021-03-29 00:00:00,15993,3257,1602279
2021-04-05 00:00:00,18100,3277,1679101
2021-04-12 00:00:00,19165,3282,1728295
2021-04-19 00:00:00,19305,3248,1678407
2021-04-26 00:00:00,20099,3256,1698411
2021-05-03 00:00:00,19930,3227,1648268
2021-05-10 00:00:00,20367,3214,1623366
2021-05-17 00:00:00,21262,3193,1683010
2021-05-24 00:00:00,19675,3141,1652047
2021-05-31 00:00:00,20143,3140,1609033
2021-06-07 00:00:00,19182,3110,1674977
2021-06-14 00:00:00,19579,3068,1656791
2021-06-21 00:00:00,19890,3057,1643793
2021-06-28 00:00:00,20092,3055,1656615
2021-07-05 00:00:00,22371,3055,1683237
2021-07-12 00:00:00,25261,3067,1750965
2021-07-19 00:00:00,30545,3067,1787028
2021-07-26 00:00:00,35195,3050,1842048
2021-08-02 00:00:00,37756,3050,1839909
2021-08-09 00:00:00,40067,3042,1858843
2021-08-16 00:00:00,42721,3029,1852756
2021-08-23 00:00:00,43058,3028,1865986
2021-08-30 00:00:00,40864,3027,1814136
2021-09-06 00:00:00,39421,3021,1781535
2021-09-13 00:00:00,36193,3059,1805463
2021-09-20 00:00:00,33976,3037,1753523
2021-09-27 00:00:00,29949,2877,1624427
2021-10-04 00:00:00,39535,3501,2007349
2021-10-11 00:00:00,37638,3510,1973726
2021-10-18 00:00:00,35714,3474,1918176
2021-10-25 00:00:00,36639,3509,1934723
2021-11-01 00:00:00,40030,3515,1917361
2021-11-08 00:00:00,44163,3530,1980931
2021-11-15 00:00:00,47076,3526,1997393
2021-11-22 00:00:00,43324,3519,1762089
2021-11-29 00:00:00,52729,3545,2056903
2021-12-06 00:00:00,55069,3544,2025745
2021-12-13 00:00:00,62545,3518,2018736
2021-12-20 00:00:00,79225,3496,1942424
2021-12-27 00:00:00,113862,3455,2246237
2022-01-03 00:00:00,93262,3487,2178681
2022-01-10 00:00:00,69183,3499,2025389
2022-01-17 00:00:00,48498,3503,1811003
2022-01-24 00:00:00,34810,3485,1760073
2022-01-31 00:00:00,25831,3415,1654872
2022-02-07 00:00:00,23731,3474,1763832
2022-02-14 00:00:00,23946,3474,1746795
2022-02-21 00:00:00,23609,3472,1722955
2022-02-28 00:00:00,25801,3470,1813130
2022-03-07 00:00:00,28077,3485,1815133
2022-03-14 00:00:00,31359,3454,1867926
2022-03-21 00:00:00,32423,3449,1869370
2022-03-28 00:00:00,34822,3443,1877580
2022-04-04 00:00:00,38144,3453,1912899
2022-04-11 00:00:00,40966,3446,1923613
2022-04-18 00:00:00,42086,3457,1927635
2022-04-25 00:00:00,43420,3426,1960190
2022-05-02 00:00:00,47799,3394,1979830
2022-05-09 00:00:00,52025,3376,1994121
2022-05-16 00:00:00,54081,3414,2076569
2022-05-23 00:00:00,52385,3351,1963229
2022-05-30 00:00:00,51863,3345,1959711
2022-06-06 00:00:00,45240,3342,1972714
2022-06-13 00:00:00,40250,3302,1940597
2022-06-20 00:00:00,37830,3355,1972297
2022-06-27 00:00:00,34566,3237,1918113
2022-07-04 00:00:00,34983,3345,1951013
2022-07-11 00:00:00,33011,3313,1978256
2022-07-18 00:00:00,32611,3313,1977461
2022-07-25 00:00:00,32040,3289,1944189
2022-08-01 00:00:00,29641,3305,1938338
2022-08-08 00:00:00,28642,3198,1887562
2022-08-15 00:00:00,31572,3293,1949894
2022-08-22 00:00:00,35787,3280,1975601
2022-08-29 00:00:00,37513,3260,1978914
2022-09-05 00:00:00,38334,3290,1966513
2022-09-12 00:00:00,39838,3322,2017799
2022-09-19 00:00:00,44726,3334,2033022
2022-09-26 00:00:00,46321,3353,2015431
2022-10-03 00:00:00,57318,3684,2209814
2022-10-10 00:00:00,63388,3720,2223106
2022-10-17 00:00:00,75615,3726,2279700
2022-10-24 00:00:00,109496,3788,2462467
2022-10-31 00:00:00,139247,3776,2510305
2022-11-07 00:00:00,140055,3793,2468962
2022-11-14 00:00:00,137419,3777,2396019
2022-11-21 00:00:00,164936,3765,2237505
2022-11-28 00:00:00,185673,3767,2564503
2022-12-05 00:00:00,167248,3750,2448985
2022-12-12 00:00:00,151672,3751,2347026
2022-12-19 00:00:00,129978,3715,2116491
2022-12-26 00:00:00,112531,3703,2058533
2023-01-02 00:00:00,92034,3740,2257219
2023-01-09 00:00:00,67720,3737,2214718
2023-01-16 00:00:00,57770,3730,2134322
2023-01-23 00:00:00,58231,3716,2179097
2023-01-30 00:00:00,59326,3734,2208786
2023-02-06 00:00:00,62258,3735,2301891
2023-02-13 00:00:00,59665,3695,2262519
2023-02-20 00:00:00,57223,3719,2212367
2023-02-27 00:00:00,55682,3725,2278801
2023-03-06 00:00:00,54686,3722,2274369
2023-03-13 00:00:00,54263,3713,2228243
2023-03-20 00:00:00,55394,3665,2295244
2023-03-27 00:00:00,53342,3688,2270922
2023-04-03 00:00:00,48355,3680,2191695
2023-04-10 00:00:00,46725,3665,2254413
2023-04-17 00:00:00,44507,3680,2277306
2023-04-24 00:00:00,44802,3677,2270577
2023-05-01 00:00:00,45582,3652,2259439
2023-05-08 00:00:00,45769,3654,2295923
2023-05-15 00:00:00,43287,3653,2201602
2023-05-22 00:00:00,41516,3518,2169098
2023-05-29 00:00:00,41589,3601,2145684
2023-06-05 00:00:00,36939,3583,2182091
2023-06-12 00:00:00,33880,3589,2151633
2023-06-19 00:00:00,30889,3582,2139112
2023-06-26 00:00:00,28486,3539,2151758
2023-07-03 00:00:00,26648,3569,2064286
2023-07-10 00:00:00,25903,3542,2155400
2023-07-17 00:00:00,25802,3560,2163359
2023-07-24 00:00:00,26417,3551,2146245
2023-07-31 00:00:00,26896,3542,2132922
2023-08-07 00:00:00,29313,3521,2156467
2023-08-14 00:00:00,33663,3533,2186399
2023-08-21 00:00:00,40979,3524,2243946
2023-08-28 00:00:00,44411,3537,2245988
2023-09-04 00:00:00,44734,3538,2209523
2023-09-11 00:00:00,45287,3558,2274050
2023-09-18 00:00:00,48265,3558,2261308
2023-09-25 00:00:00,49269,3552,2260617
2023-10-02 00:00:00,56312,4131,2491762
2023-10-09 00:00:00,57524,4152,2486632
2023-10-16 00:00:00,62503,4137,2484780
2023-10-23 00:00:00,67635,4162,2521937
2023-10-30 00:00:00,72231,4157,2478529
2023-11-06 00:00:00,85459,4153,2568065
2023-11-13 00:00:00,90948,4156,2544050
2023-11-20 00:00:00,85524,4169,2256510
2023-11-27 00:00:00,103712,4142,2617331
2023-12-04 00:00:00,114141,4106,2619296
2023-12-11 00:00:00,135998,4122,2610448
2023-12-18 00:00:00,163265,4093,2586088
2023-12-25 00:00:00,166750,4084,2413892
2024-01-01 00:00:00,143938,4112,2497395
2024-01-08 00:00:00,118459,4110,2491092
2024-01-15 00:00:00,100098,4121,2299985
2024-01-22 00:00:00,105571,4145,2498648
2024-01-29 00:00:00,107922,4127,2521568
2024-02-05 00:00:00,112968,4130,2566444
2024-02-12 00:00:00,108366,4118,2498912
2024-02-19 00:00:00,107566,4111,2486951
2024-02-26 00:00:00,104864,4110,2569164
2024-03-04 00:00:00,94742,4114,2537260
2024-03-11 00:00:00,84963,4053,2498228
2024-03-18 00:00:00,78618,4106,2492206
2024-03-25 00:00:00,73845,4099,2433678
2024-04-01 00:00:00,68526,4074,2418470
2024-04-08 00:00:00,64449,4088,2485371
2024-04-15 00:00:00,57522,4074,2505816
2024-04-22 00:00:00,55413,4047,2467989
2024-04-29 00:00:00,53519,4001,2493255
2024-05-06 00:00:00,50457,4048,2471221
2024-05-13 00:00:00,49254,4002,2423948
2024-05-20 00:00:00,47562,3962,2429017
2024-05-27 00:00:00,44766,3951,2328772
2024-06-03 00:00:00,41248,3923,2388904
2024-06-10 00:00:00,37720,3916,2348396
2024-06-17 00:00:00,35781,3914,2320335
2024-06-24 00:00:00,35208,3861,2352786
2024-07-01 00:00:00,32093,3889,2217551
2024-07-08 00:00:00,34982,3876,2415173
2024-07-15 00:00:00,33474,3859,2336121
2024-07-22 00:00:00,34749,3887,2307921
2024-07-29 00:00:00,34935,3889,2334775
2024-08-05 00:00:00,34912,3839,2312831
2024-08-12 00:00:00,35347,3721,2290608
