date,ILITOTAL
2019-07-15 00:00:00,8111
2019-07-22 00:00:00,7755
2019-07-29 00:00:00,7874
2019-08-05 00:00:00,8038
2019-08-12 00:00:00,8987
2019-08-19 00:00:00,10096
2019-08-26 00:00:00,11817
2019-09-02 00:00:00,13158
2019-09-09 00:00:00,14831
2019-09-16 00:00:00,15977
2019-09-23 00:00:00,17414
2019-09-30 00:00:00,21915
2019-10-07 00:00:00,22953
2019-10-14 00:00:00,24857
2019-10-21 00:00:00,27419
2019-10-28 00:00:00,28910
2019-11-04 00:00:00,34586
2019-11-11 00:00:00,37728
2019-11-18 00:00:00,44148
2019-11-25 00:00:00,43817
2019-12-02 00:00:00,48877
2019-12-09 00:00:00,56444
2019-12-16 00:00:00,71584
2019-12-23 00:00:00,95757
2019-12-30 00:00:00,88681
2020-01-06 00:00:00,75585
2020-01-13 00:00:00,79746
2020-01-20 00:00:00,90072
2020-01-27 00:00:00,108307
2020-02-03 00:00:00,111289
2020-02-10 00:00:00,95418
2020-02-17 00:00:00,79832
2020-02-24 00:00:00,74809
2020-03-02 00:00:00,78779
2020-03-09 00:00:00,89571
2020-03-16 00:00:00,78584
2020-03-23 00:00:00,53142
2020-03-30 00:00:00,36251
2020-04-06 00:00:00,24974
2020-04-13 00:00:00,18265
2020-04-20 00:00:00,15164
2020-04-27 00:00:00,12817
2020-05-04 00:00:00,11066
2020-05-11 00:00:00,10480
2020-05-18 00:00:00,11735
2020-05-25 00:00:00,9614
2020-06-01 00:00:00,9325
2020-06-08 00:00:00,9580
2020-06-15 00:00:00,11866
2020-06-22 00:00:00,15499
2020-06-29 00:00:00,17843
2020-07-06 00:00:00,20046
2020-07-13 00:00:00,19260
2020-07-20 00:00:00,16533
2020-07-27 00:00:00,15524
2020-08-03 00:00:00,14117
2020-08-10 00:00:00,13193
2020-08-17 00:00:00,12952
2020-08-24 00:00:00,13159
2020-08-31 00:00:00,12316
2020-09-07 00:00:00,13035
2020-09-14 00:00:00,13049
2020-09-21 00:00:00,14586
2020-09-28 00:00:00,16466
2020-10-05 00:00:00,19144
2020-10-12 00:00:00,17235
2020-10-19 00:00:00,18133
2020-10-26 00:00:00,18554
2020-11-02 00:00:00,21370
2020-11-09 00:00:00,22598
2020-11-16 00:00:00,22709
2020-11-23 00:00:00,21313
2020-11-30 00:00:00,22251
2020-12-07 00:00:00,22103
2020-12-14 00:00:00,20874
2020-12-21 00:00:00,19836
2020-12-28 00:00:00,22423
2021-01-04 00:00:00,22711
2021-01-11 00:00:00,19018
2021-01-18 00:00:00,18350
2021-01-25 00:00:00,16896
2021-02-01 00:00:00,16098
2021-02-08 00:00:00,14079
2021-02-15 00:00:00,12591
2021-02-22 00:00:00,13344
2021-03-01 00:00:00,13000
2021-03-08 00:00:00,14077
2021-03-15 00:00:00,14574
2021-03-22 00:00:00,15354
2021-03-29 00:00:00,15993
2021-04-05 00:00:00,18100
2021-04-12 00:00:00,19165
2021-04-19 00:00:00,19305
2021-04-26 00:00:00,20099
2021-05-03 00:00:00,19930
2021-05-10 00:00:00,20367
2021-05-17 00:00:00,21262
2021-05-24 00:00:00,19675
2021-05-31 00:00:00,20143
2021-06-07 00:00:00,19182
2021-06-14 00:00:00,19579
2021-06-21 00:00:00,19890
2021-06-28 00:00:00,20092
2021-07-05 00:00:00,22371
2021-07-12 00:00:00,25261
2021-07-19 00:00:00,30545
2021-07-26 00:00:00,35195
2021-08-02 00:00:00,37756
2021-08-09 00:00:00,40067
2021-08-16 00:00:00,42721
2021-08-23 00:00:00,43058
2021-08-30 00:00:00,40864
2021-09-06 00:00:00,39421
2021-09-13 00:00:00,36193
2021-09-20 00:00:00,33976
2021-09-27 00:00:00,29949
2021-10-04 00:00:00,39535
2021-10-11 00:00:00,37638
2021-10-18 00:00:00,35714
2021-10-25 00:00:00,36639
2021-11-01 00:00:00,40030
2021-11-08 00:00:00,44163
2021-11-15 00:00:00,47076
2021-11-22 00:00:00,43324
2021-11-29 00:00:00,52729
2021-12-06 00:00:00,55069
2021-12-13 00:00:00,62545
2021-12-20 00:00:00,79225
2021-12-27 00:00:00,113862
2022-01-03 00:00:00,93262
2022-01-10 00:00:00,69183
2022-01-17 00:00:00,48498
2022-01-24 00:00:00,34810
2022-01-31 00:00:00,25831
2022-02-07 00:00:00,23731
2022-02-14 00:00:00,23946
2022-02-21 00:00:00,23609
2022-02-28 00:00:00,25801
2022-03-07 00:00:00,28077
2022-03-14 00:00:00,31359
2022-03-21 00:00:00,32423
2022-03-28 00:00:00,34822
2022-04-04 00:00:00,38144
2022-04-11 00:00:00,40966
2022-04-18 00:00:00,42086
2022-04-25 00:00:00,43420
2022-05-02 00:00:00,47799
2022-05-09 00:00:00,52025
2022-05-16 00:00:00,54081
2022-05-23 00:00:00,52385
2022-05-30 00:00:00,51863
2022-06-06 00:00:00,45240
2022-06-13 00:00:00,40250
2022-06-20 00:00:00,37830
2022-06-27 00:00:00,34566
2022-07-04 00:00:00,34983
2022-07-11 00:00:00,33011
2022-07-18 00:00:00,32611
2022-07-25 00:00:00,32040
2022-08-01 00:00:00,29641
2022-08-08 00:00:00,28642
2022-08-15 00:00:00,31572
2022-08-22 00:00:00,35787
2022-08-29 00:00:00,37513
2022-09-05 00:00:00,38334
2022-09-12 00:00:00,39838
2022-09-19 00:00:00,44726
2022-09-26 00:00:00,46321
2022-10-03 00:00:00,57318
2022-10-10 00:00:00,63388
2022-10-17 00:00:00,75615
2022-10-24 00:00:00,109496
2022-10-31 00:00:00,139247
2022-11-07 00:00:00,140055
2022-11-14 00:00:00,137419
2022-11-21 00:00:00,164936
2022-11-28 00:00:00,185673
2022-12-05 00:00:00,167248
2022-12-12 00:00:00,151672
2022-12-19 00:00:00,129978
2022-12-26 00:00:00,112531
2023-01-02 00:00:00,92034
2023-01-09 00:00:00,67720
2023-01-16 00:00:00,57770
2023-01-23 00:00:00,58231
2023-01-30 00:00:00,59326
2023-02-06 00:00:00,62258
2023-02-13 00:00:00,59665
2023-02-20 00:00:00,57223
2023-02-27 00:00:00,55682
2023-03-06 00:00:00,54686
2023-03-13 00:00:00,54263
2023-03-20 00:00:00,55394
2023-03-27 00:00:00,53342
2023-04-03 00:00:00,48355
2023-04-10 00:00:00,46725
2023-04-17 00:00:00,44507
2023-04-24 00:00:00,44802
2023-05-01 00:00:00,45582
2023-05-08 00:00:00,45769
2023-05-15 00:00:00,43287
2023-05-22 00:00:00,41516
2023-05-29 00:00:00,41589
2023-06-05 00:00:00,36939
2023-06-12 00:00:00,33880
2023-06-19 00:00:00,30889
2023-06-26 00:00:00,28486
2023-07-03 00:00:00,26648
2023-07-10 00:00:00,25903
2023-07-17 00:00:00,25802
2023-07-24 00:00:00,26417
2023-07-31 00:00:00,26896
2023-08-07 00:00:00,29313
2023-08-14 00:00:00,33663
2023-08-21 00:00:00,40979
2023-08-28 00:00:00,44411
2023-09-04 00:00:00,44734
2023-09-11 00:00:00,45287
2023-09-18 00:00:00,48265
2023-09-25 00:00:00,49269
2023-10-02 00:00:00,56312
2023-10-09 00:00:00,57524
2023-10-16 00:00:00,62503
2023-10-23 00:00:00,67635
2023-10-30 00:00:00,72231
2023-11-06 00:00:00,85459
2023-11-13 00:00:00,90948
2023-11-20 00:00:00,85524
2023-11-27 00:00:00,103712
2023-12-04 00:00:00,114141
2023-12-11 00:00:00,135998
2023-12-18 00:00:00,163265
2023-12-25 00:00:00,166750
2024-01-01 00:00:00,143938
2024-01-08 00:00:00,118459
2024-01-15 00:00:00,100098
2024-01-22 00:00:00,105571
2024-01-29 00:00:00,107922
2024-02-05 00:00:00,112968
2024-02-12 00:00:00,108366
2024-02-19 00:00:00,107566
2024-02-26 00:00:00,104864
2024-03-04 00:00:00,94742
2024-03-11 00:00:00,84963
2024-03-18 00:00:00,78618
2024-03-25 00:00:00,73845
2024-04-01 00:00:00,68526
2024-04-08 00:00:00,64449
2024-04-15 00:00:00,57522
2024-04-22 00:00:00,55413
2024-04-29 00:00:00,53519
2024-05-06 00:00:00,50457
2024-05-13 00:00:00,49254
2024-05-20 00:00:00,47562
2024-05-27 00:00:00,44766
2024-06-03 00:00:00,41248
2024-06-10 00:00:00,37720
2024-06-17 00:00:00,35781
2024-06-24 00:00:00,35208
2024-07-01 00:00:00,32093
2024-07-08 00:00:00,34982
2024-07-15 00:00:00,33474
2024-07-22 00:00:00,34749
2024-07-29 00:00:00,34935
2024-08-05 00:00:00,34912
2024-08-12 00:00:00,35347
